Time,Distance[km],Battery SOC[%],Motor RPS,Motor RPM,Speed[km/h],Motor Torque,SOC Voltage[V],Electric_consumption_current[A],Electirc Power[W]
0,0,100,0,0,0,0,929.53313,60860.8428,0
1,0,99.9972983,0,0,0,0,929.514881,60814.4297,0
2,0,99.9945986,0,0,0,0,929.496645,60768.1208,0
3,0.000106935595,99.9919009,0.951716504,57.1029902,0.919274753,265,929.478423,60721.915,2272.91206
4,0.000516224402,99.9892052,2.09860263,125.916158,2.02706626,265,929.460215,60675.8104,4968.59136
5,0.00123307579,99.9865114,3.24486107,194.691664,3.13425148,265,929.442019,60629.8067,7616.61012
6,0.0022574678,99.9838194,4.39103652,263.462191,4.24135653,265,929.423836,60583.9035,10222.9642
7,0.00358937636,99.9811294,5.53711559,332.226936,5.3483685,265,929.405666,60538.1005,12787.8196
8,0.00522877382,99.9784414,6.68308492,400.985095,6.45527445,265,929.387509,60492.3974,15311.6247
9,0.00717562893,99.9757552,7.82893113,469.735868,7.56206149,265,929.369364,60446.7939,17796.0058
10,0.00942990688,99.9730709,8.97464085,538.478451,8.6687167,265,929.351233,60401.2895,20241.725
11,0.0119915693,99.9703885,10.1202007,607.212044,9.77522717,265,929.333114,60355.884,22649.3965
12,0.014860574,99.9677081,11.2655974,675.935846,10.88158,265,929.315009,60310.5771,25021.2543
13,0.0180368757,99.9650295,12.4108176,744.649055,11.9877623,265,929.296916,60265.3683,27358.2381
14,0.021520425,99.9623528,13.5558479,813.350873,13.0937613,265,929.278836,60220.2575,29660.074
15,0.0253111693,99.959678,14.700675,882.040498,14.1995639,265,929.260768,60175.2441,31929.1485
16,0.0294090523,99.9570051,15.8452856,950.717133,15.3051575,265,929.242714,60130.328,34167.3977
17,0.033814014,99.9543341,16.9896663,1019.37998,16.410529,265,929.224672,60085.5088,36373.2068
18,0.0385259911,99.951665,18.133804,1088.02824,17.5156657,265,929.206643,60040.7862,38548.7253
19,0.0435449165,99.9489977,19.2776852,1156.66111,18.6205548,265,929.188626,59996.1598,40697.9446
20,0.0488707197,99.9463324,20.4212968,1225.27781,19.7251834,265,929.170623,59951.6293,42817.2457
21,0.0545033264,99.9436689,21.5646254,1293.87753,20.8295387,265,929.152632,59907.1944,44907.9758
22,0.0604426591,99.9410072,22.7076579,1362.45948,21.9336079,265,929.134653,59862.8547,46977.1904
23,0.0666886365,99.9383475,23.850381,1431.02286,23.0373782,265,929.116688,59818.61,49018.8052
24,0.0732411737,99.9356896,24.9927814,1499.56688,24.140837,265,929.098734,59774.4599,51033.3453
25,0.0801001825,99.9330336,26.134846,1568.09076,25.2439713,265,929.080794,59730.4041,53029.2065
26,0.087265571,99.9303794,27.2765616,1636.5937,26.3467685,265,929.062866,59686.4423,54999.9552
27,0.0947372437,99.9277271,28.417915,1705.0749,27.4492159,265,929.04495,59642.5741,56945.6123
28,0.102515102,99.9250766,29.558893,1773.53358,28.5513007,265,929.027047,59598.7993,58873.0591
29,0.110599043,99.922428,30.6994826,1841.96895,29.6530103,265,929.009157,59555.1175,60778.4069
30,0.11898896,99.9197813,31.8396705,1910.38023,30.7543319,265,928.991279,59511.5284,62660.3977
31,0.127684746,99.9171363,32.9794438,1978.76663,31.855253,265,928.973413,59468.0317,64522.6277
32,0.136686285,99.9144933,34.1187892,2047.12735,32.9557609,265,928.95556,59424.627,66364.3631
33,0.145993462,99.911852,35.2576938,2115.46163,34.0558429,265,928.93772,59381.3142,68184.1476
34,0.155606157,99.9092126,36.3961446,2183.76867,35.1554866,265,928.919891,59338.0927,69982.8986
35,0.165524246,99.9065751,37.5341284,2252.0477,36.2546792,265,928.902075,59294.9625,71761.0891
36,0.175747603,99.9039393,38.6716323,2320.29794,37.3534083,265,928.884272,59251.9231,73518.4559
37,0.186276096,99.9013054,39.8086433,2388.5186,38.4516613,265,928.866481,59208.9742,75254.4762
38,0.197109591,99.8986733,40.9451484,2456.70891,39.5494257,265,928.848702,59166.1156,76968.2627
39,0.208247953,99.896043,42.0811348,2524.86809,40.6466891,265,928.830935,59123.3468,78662.1394
40,0.219691038,99.8934146,43.2165896,2592.99537,41.7434388,265,928.813181,59080.6678,80335.6317
41,0.231438703,99.8907879,44.3514997,2661.08998,42.8396626,265,928.795438,59038.078,81984.3015
42,0.243490801,99.8881631,45.4858525,2729.15115,43.935348,265,928.777709,58995.5773,83613.8392
43,0.255847179,99.8855401,46.619635,2797.1781,45.0304825,265,928.759991,58953.1654,85224.5574
44,0.268507683,99.8829189,47.7528344,2865.17006,46.1250539,264.982042,928.742285,58910.8419,86806.1182
45,0.281471522,99.8802995,48.8784019,2932.70412,47.2122535,261.799574,928.724592,58868.6069,87338.3155
46,0.294735425,99.8776819,49.9895694,2999.37417,48.2855439,258.657822,928.706912,58826.4606,87830.8608
47,0.308295552,99.8750662,51.0865086,3065.19052,49.3450911,255.5563,928.689244,58784.4027,88296.3518
48,0.322148107,99.8724524,52.1693897,3130.16338,50.3910593,252.494526,928.671588,58742.4328,88733.496
49,0.336289342,99.8698404,53.2383809,3194.30286,51.4236112,249.472024,928.653945,58700.5508,89140.8067
50,0.350715553,99.8672302,54.293649,3257.61894,52.4429077,246.488324,928.636314,58658.7563,89527.0009
51,0.365423078,99.8646219,55.335359,3320.12154,53.4491082,243.542958,928.618695,58617.049,89875.8334
52,0.380408304,99.8620153,56.363674,3381.82044,54.4423705,240.635466,928.601089,58575.4287,90197.4116
53,0.395667656,99.8594107,57.3787558,3442.72535,55.4228505,237.76539,928.583496,58533.895,90490.9704
54,0.411197607,99.8568078,58.3807642,3502.84585,56.3907028,234.932278,928.565914,58492.4478,90758.2684
55,0.426994669,99.8542068,59.3698575,3562.19145,57.3460803,232.135683,928.548345,58451.0866,91003.054
56,0.443055399,99.8516076,60.3461924,3620.77154,58.2891343,229.375161,928.530789,58409.8113,91223.4388
57,0.459376395,99.8490103,61.3099238,3678.59543,59.2200144,226.650274,928.513244,58368.6215,91402.3847
58,0.475954294,99.8464147,62.2612051,3735.67231,60.1388687,223.96059,928.495712,58327.5171,91577.2467
59,0.492785777,99.843821,63.200188,3792.01128,61.0458439,221.305678,928.478192,58286.4976,91729.2695
60,0.509867567,99.8412291,64.1270547,3847.62328,61.941116,218.714246,928.460685,58245.5628,91856.7717
61,0.527196456,99.8386389,65.0421411,3902.52847,62.8250093,216.184397,928.443189,58204.7125,91976.1847
62,0.544769311,99.8360506,65.9456192,3956.73715,63.6976899,213.68664,928.425706,58163.9464,92089.8654
63,0.562583036,99.8334641,66.8376279,4010.25768,64.5592922,211.220591,928.408235,58123.2641,92180.6763
64,0.580634571,99.8308794,67.718305,4063.0983,65.4099491,208.78587,928.390776,58082.6654,92235.8618
65,0.598920895,99.8282965,68.5877865,4115.26719,66.249792,206.3821,928.37333,58042.1501,92279.1499
66,0.617439022,99.8257154,69.4462071,4166.77243,67.0789512,204.008909,928.355895,58001.7179,92316.9048
67,0.636186002,99.8231361,70.2937003,4217.62202,67.8975553,201.665928,928.338473,57961.3684,92329.7672
68,0.655158921,99.8205586,71.1303977,4267.82386,68.7057317,199.352793,928.321063,57921.1015,92317.2559
69,0.674354899,99.8179829,71.95643,4317.3858,69.5036065,197.069143,928.303664,57880.9169,92288.7896
70,0.693771093,99.8154089,72.7719261,4366.31557,70.2913043,194.814621,928.286278,57840.8142,92257.8422
71,0.713404693,99.8128367,73.5770139,4414.62083,71.0689485,192.588874,928.268904,57800.7933,92203.976
72,0.733252923,99.8102663,74.3718196,4462.30917,71.8366612,190.391553,928.251542,57760.8538,92129.7521
73,0.753313041,99.8076977,75.1564681,4509.38809,72.5945629,188.222313,928.234192,57720.9956,92039.7492
74,0.773582338,99.8051309,75.9310831,4555.86499,73.3427732,186.080811,928.216853,57681.2183,91940.3292
75,0.794058139,99.8025658,76.6957869,4601.74722,74.08141,183.96671,928.199527,57641.5216,91826.0923
76,0.814737801,99.8000025,77.4507004,4647.04202,74.8105903,181.879675,928.182213,57601.9054,91693.2638
77,0.835609162,99.7974417,78.0510871,4683.06523,75.3905113,93.6983238,928.164916,57562.3815,48147.1001
78,0.856584771,99.7948849,78.2563532,4695.38119,75.5887803,28.8812099,928.147645,57522.9711,14793.4233
79,0.877585582,99.792331,78.2637978,4695.82787,75.5959711,-0.922331778,928.130394,57483.657,-498.878294
80,0.898579131,99.789779,78.2285998,4693.71599,75.561973,4.79008911,928.113157,57444.4257,2564.50608
81,0.919566092,99.7872287,78.2121994,4692.73196,75.5461316,7.6375387,928.09593,57405.2715,4059.16809
82,0.940554687,99.7846797,78.2542716,4695.25629,75.5867696,29.2383544,928.078713,57366.1908,14972.8104
83,0.961564531,99.7821322,78.3622964,4701.73778,75.6911121,39.3350861,928.061505,57327.1828,20090.192
84,0.9826033,99.7795865,78.4514734,4707.0884,75.7772493,23.8535079,928.044309,57288.2544,12309.6398
85,1.00366355,99.7770425,78.5428575,4712.57145,75.8655184,36.8115245,928.027125,57249.4035,18849.9969
86,1.02474489,99.7745005,78.5747552,4714.48531,75.8963288,2.52035974,928.009955,57210.6351,1364.24711
87,1.04581814,99.7719608,78.4926421,4709.55853,75.8170147,-8.45817208,927.9928,57171.9522,-4504.42
88,1.06686067,99.769423,78.3551896,4701.31138,75.6842476,-12.01129,927.975658,57133.3487,-6328.6108
89,1.08784461,99.7668875,78.0055713,4680.33428,75.346547,-50.6984476,927.958532,57094.8306,-25786.4109
90,1.10871432,99.7643539,77.5759397,4654.55638,74.9315605,-39.1967997,927.941418,57056.3923,-19819.8318
91,1.12948496,99.7618216,77.2740529,4636.44317,74.6399643,-22.6972076,927.924314,57018.0248,-11550.366
92,1.15020104,99.7592904,77.186859,4631.21154,74.5557426,12.2910677,927.907216,56979.7237,6365.86759
93,1.1709216,99.75676,77.2946395,4637.67837,74.6598491,51.9601135,927.890124,56941.4843,26192.6561
94,1.19169881,99.7542301,77.6229915,4657.37949,74.9770084,110.925066,927.873035,56903.3016,56714.6091
95,1.21258164,99.7517014,78.0298046,4681.78828,75.3699542,97.4192329,927.855955,56865.1874,50061.8377
96,1.23357211,99.7491743,78.4450803,4706.70482,75.7710742,111.420567,927.838885,56827.1473,57571.2541
97,1.25468038,99.7466487,78.9025671,4734.15403,76.2129663,117.901404,927.821825,56789.1781,61255.86
98,1.27591434,99.7441246,79.3794506,4762.76704,76.673594,120.933978,927.804776,56751.2816,63195.5356
99,1.29727299,99.7416024,79.8166305,4788.99783,77.0958715,102.626086,927.787739,56713.4626,53955.2284
100,1.31874509,99.7390819,80.2464687,4814.78812,77.5110575,113.970885,927.770714,56675.718,60233.9854
101,1.34033772,99.7365629,80.710827,4842.64962,77.9595869,119.364866,927.753699,56638.044,63423.4355
102,1.3620574,99.7340454,81.1914513,4871.48708,78.4238278,121.960622,927.736694,56600.442,65173.1467
103,1.38389807,99.7315301,81.5835238,4895.01143,78.8025356,83.9302336,927.719704,56562.9208,45024.7352
104,1.40581716,99.7290177,81.7619707,4905.71824,78.9748997,26.4602999,927.702734,56525.4914,14208.6127
105,1.42776191,99.7265077,81.8104079,4908.62448,79.0216858,18.4048091,927.68578,56488.1461,10018.6874
106,1.44971132,99.7239998,81.7844205,4907.06523,78.9965842,-3.45791681,927.66884,56450.8797,-1961.60743
107,1.4716471,99.7214937,81.7342726,4904.05636,78.9481457,3.38790788,927.651912,56413.6876,1920.83505
108,1.49357821,99.7189888,81.7592377,4905.55426,78.9722598,26.9107706,927.634992,56376.5612,14445.2511
109,1.51552698,99.7164852,81.8571127,4911.42676,79.0667984,38.2844602,927.618081,56339.5005,20440.4923
110,1.5375073,99.713983,81.9901664,4919.40999,79.1953167,43.7869508,927.601179,56302.5084,23394.4866
111,1.55952587,99.7114823,82.1401859,4928.41115,79.3402224,46.4581908,927.584288,56265.5862,24873.3696
112,1.58158593,99.7089832,82.2983903,4937.90342,79.4930339,47.7646459,927.567408,56228.7345,25626.4617
113,1.6036845,99.706486,82.4127527,4944.76516,79.6034981,28.8428583,927.55054,56191.9574,15590.147
114,1.62580492,99.7039908,82.4682963,4948.09778,79.6571483,19.6691891,927.533685,56155.256,10779.747
115,1.64793142,99.7014976,82.4465299,4946.79179,79.6361238,-2.9443361,927.516845,56118.6317,-1689.84745
116,1.67002698,99.6990068,82.2106852,4932.64111,79.4083185,-33.4925298,927.50002,56082.0881,-17994.2381
117,1.69203848,99.6965179,81.8668783,4912.0127,79.0762312,-32.3843186,927.483209,56045.6189,-17337.8774
118,1.71395267,99.6940308,81.4664335,4887.98601,78.6894366,-44.1107477,927.466409,56009.2217,-23414.41
119,1.73575537,99.6915453,81.0646169,4863.87702,78.301317,-36.2622559,927.44962,55972.8941,-19175.9086
120,1.75745109,99.6890615,80.643663,4838.61978,77.8947123,-45.7006519,927.432843,55936.6365,-24016.043
121,1.77901959,99.6865796,80.1073103,4806.43862,77.3766427,-61.346823,927.416078,55900.4527,-32125.765
122,1.80043691,99.6840993,79.5492772,4772.95663,76.8376316,-54.7831363,927.399325,55864.3385,-28438.1442
123,1.82172275,99.6816202,79.1565065,4749.39039,76.4582495,-28.0314723,927.38258,55828.2862,-14532.3456
124,1.84294445,99.6791417,79.091575,4745.4945,76.3955314,28.103869,927.365838,55792.2877,14556.7856
125,1.86418764,99.6766634,79.2936535,4757.61921,76.5907215,78.8460789,927.349098,55756.3376,41072.3087
126,1.88549918,99.6741864,79.5529374,4773.17624,76.841167,62.7649812,927.332367,55720.4508,32654.4739
127,1.90687285,99.6717113,79.7629073,4785.77444,77.0439796,55.2603188,927.315648,55684.636,28766.817
128,1.92829011,99.6692384,79.8520806,4791.12484,77.1301132,11.856565,927.298944,55648.8987,6384.07718
129,1.94971579,99.6667676,79.8563642,4791.38185,77.1342507,11.128912,927.282255,55613.2358,6003.94408
130,1.97114227,99.6642984,79.8584023,4791.50414,77.1362193,10.7820883,927.265576,55577.6402,5822.23893
131,1.99257377,99.6618305,79.9081975,4794.49185,77.1843171,30.5608585,927.248906,55542.1077,15975.5961
132,2.01402318,99.6593641,79.9700958,4798.20575,77.2441055,20.0617142,927.232247,55506.641,10622.5085
133,2.03548432,99.6568994,79.9996073,4799.97644,77.272611,15.0602153,927.215599,55471.2436,8059.24498
134,2.05694633,99.6544367,79.9623397,4797.74038,77.2366138,-4.78110484,927.198964,55435.9176,-2627.84401
135,2.07835534,99.6519767,79.5249771,4771.49862,76.8141598,-71.7565116,927.182348,55400.6747,-37418.9368
136,2.09955689,99.6495201,78.4537819,4707.22691,75.7794791,-125.374588,927.165754,55365.5231,-64726.6517
137,2.12045199,99.6470653,77.2987162,4637.92297,74.6637869,-127.609895,927.149172,55330.4403,-64895.1653
138,2.14103599,99.644612,76.1348175,4568.08905,73.5395627,-129.862297,927.132601,55295.423,-65031.3146
139,2.1613065,99.6421603,74.9620041,4497.72024,72.4067277,-132.13195,927.116041,55260.4709,-65132.835
140,2.18126114,99.6397101,73.7801937,4426.81162,71.2652024,-134.419014,927.099491,55225.5839,-65194.436
141,2.20089747,99.6372615,72.5893029,4355.35818,70.1149063,-136.723651,927.082951,55190.7617,-65222.9322
142,2.22021305,99.6348145,71.3892475,4283.35485,68.9557579,-139.046024,927.066422,55156.0041,-65218.4226
143,2.2392054,99.6323689,70.1799421,4210.79652,67.7876748,-141.386297,927.049903,55121.3108,-65181.0708
144,2.25787203,99.6299249,68.9613003,4137.67802,66.6105736,-143.744638,927.033395,55086.6817,-65109.3701
145,2.27621055,99.6274825,67.7458756,4064.75254,65.4365799,-116.076264,927.016897,55052.116,-51749.773
146,2.29435071,99.6250379,67.7224133,4063.3448,65.4139173,141.181495,927.000385,55017.5638,62825.0672
147,2.31262632,99.6225913,68.5422877,4112.53726,66.2058442,206.507886,926.983858,54983.0232,92276.6294
148,2.33113231,99.6201459,69.4012873,4164.07724,67.0355626,204.133094,926.967341,54948.5428,92315.3903
149,2.34986732,99.617702,70.2493525,4214.96115,67.8547192,201.788532,926.950833,54914.126,92329.9387
150,2.36882841,99.6152597,71.086615,4265.1969,68.6634414,199.473835,926.934336,54879.7725,92318.3473
151,2.38801272,99.6128188,71.9132055,4314.79233,69.4618554,197.188642,926.917849,54845.4821,92289.9291
152,2.40741739,99.6103796,72.7292532,4363.75519,70.250086,194.932595,926.901372,54811.2547,92259.9066
153,2.4270391,99.6079419,73.517112,4411.02672,71.0110885,168.212347,926.884907,54777.0914,80866.4488
154,2.44684144,99.605507,74.0427273,4442.56364,71.5187869,100.611863,926.86846,54743.009,49053.4758
155,2.46675915,99.6030745,74.4195251,4465.17151,71.8827406,92.0511116,926.852029,54708.9996,45080.4149
156,2.48677897,99.6006433,74.8223777,4489.34266,72.2718609,109.22034,926.835607,54675.0502,53825.0571
157,2.50692444,99.5982127,75.3790522,4522.74313,72.8095596,158.396826,926.819189,54641.151,78169.6519
158,2.52722693,99.5957837,75.928663,4555.71978,73.3404355,118.218698,926.802782,54607.3136,59105.0685
159,2.54766824,99.5933562,76.4594058,4587.56435,73.8530866,141.473238,926.786385,54573.5389,71025.7835
160,2.56826729,99.5909296,77.1098975,4626.59385,74.4814045,172.318682,926.769994,54539.8162,86703.3919
161,2.58903584,99.588505,77.6523641,4659.14185,75.0053798,105.082624,926.753617,54506.1624,53752.036
162,2.60991914,99.586083,77.9915717,4679.4943,75.3330246,74.4675627,926.737258,54472.5851,38109.039
163,2.63087936,99.5836631,78.2376859,4694.26115,75.5707493,60.3854046,926.720912,54439.0758,30876.2352
164,2.65191793,99.5812437,78.6390267,4718.3416,75.9584093,134.465919,926.70457,54405.6147,69501.5106
165,2.67308883,99.5788251,79.1665571,4749.99343,76.4679575,128.62291,926.688233,54372.2039,66979.4014
166,2.69438926,99.5764086,79.5781914,4774.69148,76.8655602,86.1459483,926.67191,54338.8622,45095.5
167,2.71577591,99.5739946,79.8111889,4788.67133,77.0906153,46.4272125,926.655604,54305.5947,24146.3052
168,2.73720203,99.5715831,79.8731683,4792.3901,77.1504821,7.66267948,926.639315,54272.4004,4172.94248
169,2.7586264,99.5691737,79.8098223,4788.58934,77.0892953,-6.88900775,926.62304,54239.2748,-3755.96354
170,2.77999883,99.5667667,79.4246186,4765.47711,76.7172223,-60.330678,926.606782,54206.2212,-31315.6626
171,2.80121552,99.5643621,78.6813747,4720.88248,75.9993138,-91.9629331,926.59054,54173.2406,-47630.8133
172,2.82221215,99.5619593,77.8316845,4669.90107,75.1785875,-91.1301526,926.57431,54140.323,-46683.6724
173,2.84299464,99.5595576,77.1197095,4627.18257,74.4908821,-65.8996049,926.558087,54107.4588,-33267.2578
174,2.86361422,99.5571568,76.611299,4596.67794,73.9998021,-44.5862717,926.54187,54074.6454,-22254.9616
175,2.88411558,99.5547571,76.2182225,4573.09335,73.6201246,-37.3481996,926.525661,54041.8861,-18559.8378
176,2.90452398,99.5523585,75.929555,4555.7733,73.3412971,-22.1523172,926.50946,54009.1813,-11078.887
177,2.92486771,99.5499612,75.72177,4543.3062,73.140595,-17.0236161,926.493267,53976.5317,-8547.10093
178,2.94514735,99.5475656,75.410818,4524.64908,72.8402427,-41.0423422,926.477085,53943.9438,-20172.519
179,2.96527929,99.5451731,74.5195006,4471.17003,71.9793081,-132.988292,926.460924,53911.4355,-65159.8846
180,2.98511475,99.5427828,73.3342919,4400.05751,70.8345004,-135.281933,926.444779,53878.9954,-65209.0294
181,3.00463098,99.5403939,72.1399714,4328.39828,69.6808914,-137.593207,926.428643,53846.6128,-65224.9816
182,3.02382553,99.5380065,70.9364542,4256.18725,68.5183993,-139.922279,926.412516,53814.2874,-65208.4056
183,3.0427015,99.5356202,69.851248,4191.07488,67.4701852,-81.6333513,926.396398,53782.0144,-37446.8889
184,3.06141273,99.5332323,69.7952731,4187.71638,67.4161182,90.2863626,926.380268,53749.7576,41434.2516
185,3.08021747,99.5308425,70.4623446,4227.74068,68.0604509,201.199694,926.364126,53717.5129,92328.6629
186,3.09923535,99.5284532,71.296893,4277.81358,68.8665515,198.8925,926.347987,53685.3132,92312.6655
187,3.11847572,99.5260654,72.1208021,4327.24813,69.6623755,196.61472,926.331858,53653.1702,92283.9961
188,3.13790376,99.5236809,72.5702485,4354.21491,70.0965014,34.7963524,926.315752,53621.109,16495.4202
189,3.15737025,99.5213004,72.4683047,4348.09828,69.9980326,-28.233137,926.299673,53589.1397,-13416.679
190,3.17676825,99.5189222,72.1017942,4326.10765,69.6440156,-46.1003074,926.283608,53557.2366,-21681.9781
191,3.19607943,99.5165449,71.9108101,4314.6486,69.4595416,2.06679054,926.26755,53525.3832,1013.20405
192,3.21538589,99.5141677,72.0504923,4323.02954,69.5944624,70.5105626,926.251493,53493.5675,33295.127
193,3.23477081,99.5117902,72.4984112,4349.90467,70.0271128,142.79857,926.235434,53461.7858,67980.7493
194,3.25430336,99.5094134,73.1059778,4386.35867,70.613969,152.586616,926.219379,53430.0482,73137.6107
195,3.27399829,99.507038,73.68962,4421.3772,71.1777161,135.745132,926.203334,53398.3671,65744.8352
196,3.29384216,99.5046643,74.2231503,4453.38902,71.6930597,128.486114,926.187301,53366.7444,62735.7308
197,3.31380611,99.5022932,74.5274155,4471.64493,71.9869532,41.5319827,926.171285,53335.1928,20179.1346
198,3.3337954,99.4999255,74.3872237,4463.23342,71.8515402,-38.583973,926.155292,53303.7232,-18719.7979
199,3.35368664,99.4975604,73.833355,4430.0013,71.3165516,-75.1017349,926.139316,53272.3241,-36382.3568
200,3.37339949,99.4951973,73.0911112,4385.46667,70.5996091,-87.8009816,926.123354,53240.9862,-42206.0104
201,3.39292251,99.4928351,72.4846534,4349.07921,70.0138241,-52.4219606,926.107399,53209.6974,-24797.1705
202,3.41232469,99.4904735,72.1939998,4331.63999,69.7330782,-14.0425899,926.091447,53178.4513,-6769.2298
203,3.43167348,99.4881129,72.0326739,4321.96043,69.5772514,-14.7767321,926.075502,53147.2547,-7098.20347
204,3.45097841,99.4857538,71.8677789,4312.06673,69.4179773,-15.0387011,926.059566,53116.1119,-7204.69066
205,3.47024538,99.4833958,71.7682106,4306.09263,69.321803,-1.75996097,926.043639,53085.0205,-861.601339
206,3.48950133,99.4810387,71.7877039,4307.26223,69.3406319,25.5495095,926.027718,53053.9762,12057.787
207,3.50878539,99.4786821,71.997052,4319.82312,69.5428438,80.7220051,926.011799,53022.9725,38173.264
208,3.52816059,99.4763253,72.4752106,4348.51264,70.0047031,147.222133,925.995881,52992.0033,70019.9479
209,3.54767381,99.4739701,72.9375073,4376.25044,70.4512412,90.7536286,925.979971,52961.0881,43546.878
210,3.56725437,99.4716186,72.894506,4373.67036,70.4097057,-40.2996043,925.964088,52930.2575,-19166.0651
211,3.58671825,99.4692708,72.0678064,4324.06839,69.6111864,-130.252853,925.94823,52899.5104,-61737.6506
212,3.60589404,99.4669254,70.8663007,4251.97804,68.4506371,-140.058041,925.932387,52868.8288,-65206.4361
213,3.62474554,99.4645814,69.6529597,4179.17758,67.2786561,-142.406124,925.916554,52838.1995,-65154.0758
214,3.64327023,99.4622387,68.4302447,4105.81468,66.0976205,-144.772348,925.90073,52807.6224,-65067.8991
215,3.66147187,99.459897,67.3370592,4040.22355,65.0416991,-82.2877228,925.884912,52777.0925,-36375.7586
216,3.67949183,99.4575543,67.1164002,4026.98401,64.8285618,28.5374954,925.869089,52746.5842,12604.8517
217,3.69754633,99.4552102,67.5670225,4054.02135,65.2638235,172.945189,925.853255,52716.0914,76606.9918
218,3.71578835,99.4528655,68.4226407,4105.35844,66.0902756,206.838663,925.837417,52685.6246,92269.7515
219,3.73426245,99.450522,69.2831628,4156.98977,66.9214646,204.459662,925.821588,52655.2084,92311.1648
220,3.75296596,99.4481799,70.132732,4207.96392,67.742074,202.110942,925.805767,52624.8438,92330.1533
221,3.77189597,99.4458392,70.9714805,4258.28883,68.5522315,199.792136,925.789956,52594.5306,92320.9871
222,3.79104039,99.4435003,71.6836072,4301.01643,69.2400835,140.98217,925.774158,52564.2761,66382.3131
223,3.81035868,99.441163,72.3397005,4340.38203,69.8738122,173.175857,925.758371,52534.0758,81889.8995
224,3.82986234,99.4388269,73.0369475,4382.21685,70.5472918,165.688127,925.742591,52503.9234,79179.5962
225,3.84954966,99.4364921,73.7117658,4422.70595,71.199107,162.530309,925.72682,52473.8227,78412.0662
226,3.86941655,99.4341587,74.3768555,4462.61133,71.8415254,161.214292,925.711059,52443.7728,78481.8875
227,3.88945632,99.4318269,74.9860129,4499.16077,72.4299181,139.857189,925.695308,52413.7768,68884.9189
228,3.9096547,99.4294965,75.5826254,4534.95752,73.0061935,151.239648,925.679567,52383.8317,74934.4197
229,3.93003039,99.4271666,76.3207822,4579.24693,73.7191883,185.003448,925.663829,52353.9267,91885.8397
230,3.95061008,99.4248379,77.0804975,4624.82985,74.4530067,182.903138,925.6481,52324.0698,91760.4986
231,3.97139155,99.4225106,77.8126745,4668.76047,75.1602256,164.13492,925.63238,52294.2643,83473.893
232,3.99234969,99.4201855,78.3808929,4702.85358,75.7090748,122.009456,925.616674,52264.5194,62952.2096
233,4.01342687,99.4178632,78.6729847,4720.37908,75.9912098,42.3834675,925.600988,52234.8439,21724.8393
234,4.0345504,99.4155433,78.7714526,4726.28715,76.0863212,25.3684245,925.585318,52205.2319,13118.7245
235,4.05568779,99.4132254,78.7680236,4726.08142,76.0830091,-1.90372101,925.569661,52175.6764,-1035.17034
236,4.07681583,99.4109089,78.7278664,4723.67198,76.0442207,4.19452197,925.554014,52146.1727,2265.97534
237,4.09793643,99.4085937,78.7093038,4722.55823,76.0262909,7.39282198,925.538376,52116.7165,3960.09942
238,4.11904842,99.4062799,78.6450248,4718.70149,75.964203,-7.17357172,925.522747,52087.3117,-3841.20006
239,4.14013291,99.4039677,78.5144346,4710.86608,75.8380644,-11.5446966,925.507128,52057.9582,-6103.35756
240,4.16118486,99.4016566,78.4244519,4705.46711,75.7511489,-0.660875805,925.491518,52028.6518,-358.595245
241,4.18221575,99.3993469,78.3293154,4699.75893,75.6592554,-9.33226072,925.475917,51999.394,-4947.54004
242,4.20321373,99.3970386,78.1872561,4691.23537,75.5220386,-12.3368203,925.460325,51970.1863,-6479.70871
243,4.224183,99.3947312,78.1491789,4688.95073,75.4852593,17.935872,925.444739,51941.022,9292.88336
244,4.24515944,99.3924245,78.2227853,4693.36712,75.5563567,34.057656,925.429158,51911.8986,17384.4482
245,4.26616778,99.3901186,78.395219,4703.71314,75.7229125,61.8004854,925.413583,51882.8161,31675.5664
246,4.28723983,99.3878132,78.7015757,4722.09454,76.0188263,94.8410149,925.39801,51853.7718,49147.5387
247,4.30841393,99.3855082,79.1574897,4749.44938,76.4591992,130.184227,925.382441,51824.7642,67771.9043
248,4.32971265,99.3832047,79.5738916,4774.4335,76.861407,86.8740581,925.366882,51795.8069,45480.0051
249,4.35109848,99.3809036,79.8091213,4788.54728,77.0886182,46.7705358,925.351338,51766.9102,24325.3817
250,4.37252883,99.3786044,79.9209799,4795.25879,77.1966638,27.7694599,925.335808,51738.0697,14544.9249
251,4.39398037,99.3763068,79.9742714,4798.45629,77.2481388,18.7320786,925.320288,51709.2804,9938.49999
252,4.41544201,99.3740107,79.9996818,4799.98091,77.2726829,14.4258838,925.304779,51680.5402,7732.43785
253,4.43691309,99.3717156,80.0605672,4803.63403,77.3314929,32.2938971,925.289276,51651.8444,16896.0192
254,4.45840878,99.3694215,80.1764667,4810.588,77.4434417,40.8174287,925.273781,51623.1914,21329.5383
255,4.47993491,99.3671288,80.2698885,4816.19331,77.5336789,25.0116656,925.258294,51594.5867,13200.1757
256,4.50147415,99.364838,80.2655915,4815.93549,77.5295285,-1.66425986,925.24282,51566.0354,-927.062598
257,4.52302714,99.3625472,80.4688306,4828.12983,77.7258396,103.673335,925.227346,51537.5157,54951.4775
258,4.54467464,99.3602563,80.9013358,4854.08015,78.1436017,114.478717,925.211872,51509.0254,60992.8793
