Time,Distance[km],Battery SOC[%],Motor RPS,Motor RPM,Speed[km/h],Motor Torque,SOC Voltage[V],Electric_consumption_current[A],Electirc Power[W]
3072,68.2700021,93.7162714,87.7434069,5264.60441,84.7524429,47.3262937,907.985615,43805.2726,27071.6515
3073,68.2935568,93.7143253,87.8093784,5268.5627,84.8161656,11.1636055,907.983098,43805.1512,6708.3551
3074,68.3171006,93.7123804,87.6355712,5258.13427,84.6482831,-27.686669,907.980583,43805.0298,-15969.7816
3075,68.3405835,93.7104355,87.4404709,5246.42825,84.4598333,-6.44749721,907.978067,43804.9085,-3919.30973
3076,68.3640384,93.7084899,87.4178386,5245.07031,84.4379724,20.3085287,907.975551,43804.787,11838.9006
3077,68.3875016,93.7065438,87.489797,5249.38782,84.507478,35.0432522,907.973034,43804.6656,20039.1731
3078,68.4109954,93.7045971,87.6539133,5259.2348,84.666,61.2849587,907.970516,43804.5441,35101.902
3079,68.434537,93.7026504,87.8096174,5268.57705,84.8163965,36.9885657,907.967998,43804.4227,21214.1425
3080,68.4580951,93.7007051,87.7351582,5264.10949,84.7444754,-20.3734834,907.965482,43804.3013,-11920.0715
3081,68.4815934,93.6987607,87.3967769,5243.80661,84.4176287,-38.0871953,907.962967,43804.1799,-21734.1085
3082,68.5049788,93.6968167,86.8930103,5213.58062,83.9310343,-56.1750339,907.960453,43804.0586,-31861.258
3083,68.5282007,93.6948735,86.1600525,5169.60315,83.2230613,-86.181073,907.957939,43803.9374,-48823.2171
3084,68.5511989,93.6929307,85.2545362,5115.27217,82.3484119,-97.5868142,907.955427,43803.8162,-54772.1815
3085,68.5739565,93.6909878,84.4117959,5064.70775,81.5343986,-78.5820345,907.952914,43803.6949,-43564.2093
3086,68.5965116,93.6890444,83.7440936,5024.64562,80.8894567,-60.0544947,907.9504,43803.5737,-32864.4117
3087,68.6189166,93.6871002,83.3099464,4998.59678,80.4701085,-29.7509265,907.947885,43803.4523,-16252.5057
3088,68.6412321,93.6851556,83.0485322,4982.91193,80.2176053,-18.9657224,907.94537,43803.331,-10486.985
3089,68.6634872,93.6832108,82.8484144,4970.90486,80.024309,-15.1571323,907.942855,43803.2096,-8436.50881
3090,68.6856981,93.6812658,82.7330939,4963.98563,79.9129196,-1.91012595,907.940339,43803.0883,-1104.69208
3091,68.7078987,93.6793199,82.7855125,4967.13075,79.9635513,43.3931492,907.937822,43802.9669,23412.9643
3092,68.7301394,93.6773729,83.028897,4981.73382,80.1986395,85.285683,907.935304,43802.8454,46571.1761
3093,68.7524604,93.6754254,83.3546927,5001.28156,80.5133295,86.1899366,907.932785,43802.7238,47255.1118
3094,68.7748782,93.6734772,83.7776021,5026.65612,80.9218229,125.357867,907.930265,43802.6023,69080.4313
3095,68.7974321,93.671528,84.3687273,5062.12364,81.4927981,163.594803,907.927744,43802.4807,90103.4953
3096,68.8201596,93.6695783,85.0445227,5102.67136,82.1455573,165.923855,907.925223,43802.359,92052.4094
3097,68.8430679,93.6676286,85.7128278,5142.76967,82.7910814,159.371442,907.922701,43802.2373,89255.2798
3098,68.8661392,93.6656799,86.2226438,5173.35863,83.283519,104.180739,907.92018,43802.1157,59139.5661
3099,68.8893213,93.6637322,86.5595092,5193.57055,83.6089015,76.9582414,907.917661,43801.9942,43719.5711
3100,68.9125897,93.6617845,86.9026623,5214.15974,83.9403573,101.241924,907.915142,43801.8727,57913.6257
3101,68.9359702,93.6598357,87.4133179,5244.79908,84.4336059,150.949505,907.912621,43801.7511,86369.4818
3102,68.9595066,93.6578862,88.0339728,5282.03837,85.0331041,156.966564,907.9101,43801.6294,90314.235
3103,68.9832124,93.6559365,88.6726801,5320.36081,85.6500394,159.236915,907.907578,43801.5077,92226.8202
3104,69.0070899,93.6539868,89.3111136,5358.66681,86.2667102,158.060239,907.905057,43801.3861,92224.0694
3105,69.0309642,93.6520439,88.4517537,5307.10522,85.4366438,-111.750868,907.902544,43801.2649,-65042.2853
3106,69.0545488,93.6501019,87.34905,5240.943,84.3715287,-113.173518,907.900032,43801.1437,-65058.5432
3107,69.0778368,93.64816,86.2411505,5174.46903,83.3013949,-114.602872,907.89752,43801.0225,-65053.6139
3108,69.1008269,93.646218,85.1280183,5107.6811,82.2262067,-116.038977,907.895008,43800.9013,-65019.8441
3109,69.1235176,93.644276,84.009616,5040.57696,81.145928,-117.48188,907.892497,43800.7801,-64964.7879
3110,69.1459077,93.642334,82.9031965,4974.19179,80.0772238,-98.1647846,907.889985,43800.659,-53592.7613
3111,69.1680537,93.6403906,82.2566422,4935.39853,79.452709,-43.3482716,907.887471,43800.5377,-23237.9881
3112,69.1900811,93.6384461,81.9840418,4919.04251,79.1894009,-11.8590669,907.884956,43800.4164,-6582.57295
3113,69.2120687,93.6365009,81.9424396,4916.54637,79.1492168,17.5612052,907.88244,43800.295,9590.63046
3114,69.2340622,93.6345551,82.0111508,4920.66905,79.2155858,33.760054,907.879924,43800.1736,18089.0283
3115,69.2560817,93.632609,82.1300539,4927.80323,79.3304357,41.6046142,907.877406,43800.0521,22275.4708
3116,69.2781368,93.6306627,82.2732038,4936.39223,79.468706,45.4110289,907.874889,43799.9307,24349.3931
3117,69.3002321,93.6287164,82.4280673,4945.68404,79.6182906,47.2676777,907.872372,43799.8092,25398.5999
3118,69.3223652,93.6267703,82.5408517,4952.4511,79.7272304,28.6311396,907.869855,43799.6878,15503.435
3119,69.3445199,93.6248246,82.5956773,4955.74064,79.7801871,19.5864853,907.867338,43799.5664,10754.2133
3120,69.3666805,93.6228793,82.5736262,4954.41757,79.7588877,-2.94791105,907.864822,43799.445,-1695.14941
3121,69.3888102,93.6209348,82.3377511,4940.26506,79.531053,-33.4522889,907.862307,43799.3237,-18001.7979
3122,69.4108558,93.6189906,81.99396,4919.6376,79.198981,-32.3490826,907.859792,43799.2023,-17347.2838
3123,69.432804,93.6170466,81.5935397,4895.61238,78.81221,-44.0641364,907.857278,43799.081,-23426.4579
3124,69.4546408,93.6151025,81.1917181,4871.50308,78.4240856,-36.2274699,907.854764,43798.9597,-19188.3249
3125,69.4763707,93.6131585,80.7707671,4846.24602,78.0174838,-45.6552836,907.852249,43798.8384,-24030.1955
3126,69.4979733,93.6112149,80.2344557,4814.06734,77.499454,-61.2873064,907.849735,43798.7171,-32145.0469
3127,69.5194247,93.6092713,79.6764314,4780.58588,76.9604514,-54.7274465,907.847221,43798.5959,-28454.3605
3128,69.5407447,93.6073272,79.2836432,4757.01859,76.5810524,-28.0007457,907.844707,43798.4746,-14541.1572
3129,69.5620005,93.6053822,79.2184762,4753.10857,76.5181068,28.0507849,907.842191,43798.3532,14554.1322
3130,69.5832776,93.6034357,79.4201197,4765.20718,76.7128767,78.7646195,907.839674,43798.2317,41094.4229
3131,69.6046231,93.6014889,79.6791622,4780.74973,76.9630891,62.7870484,907.837156,43798.1103,32718.0089
3132,69.6260306,93.5995424,79.8891626,4793.34976,77.1659311,55.2926182,907.834638,43797.9888,28829.5751
3133,69.6474818,93.5975965,79.9784655,4798.70793,77.2521899,11.9221534,907.832121,43797.8674,6430.00504
3134,69.6689414,93.5956512,79.9828732,4798.97239,77.2564473,11.1722919,907.829605,43797.746,6037.71641
3135,69.6904018,93.5937059,79.9849659,4799.09796,77.2584687,10.814533,907.827089,43797.6246,5849.99797
3136,69.7118673,93.5917604,80.0347307,4802.08384,77.3065371,30.5699843,907.824573,43797.5032,16006.6043
3137,69.7333506,93.5898147,80.0966037,4805.79622,77.3663011,20.0868998,907.822056,43797.3818,10653.9062
3138,69.7548457,93.5878693,80.1261254,4807.56752,77.3948164,15.0881628,907.81954,43797.2604,8088.0524
3139,69.7763417,93.5859242,80.0889418,4805.33651,77.3589003,-4.75256328,907.817024,43797.139,-2617.41698
3140,69.7977847,93.5839804,79.6518106,4779.10864,76.9366699,-71.648338,907.81451,43797.0177,-37421.0231
3141,69.8190204,93.5820383,78.581454,4714.88724,75.9027991,-125.127514,907.811998,43796.8965,-64705.9823
3142,69.8399498,93.5800965,77.4273638,4645.64183,74.7880492,-127.360934,907.809487,43796.7754,-64878.0437
3143,69.8605685,93.5781547,76.2644495,4575.86697,73.6647759,-129.61143,907.806975,43796.6542,-65017.8214
3144,69.8808739,93.576213,75.0926297,4505.55778,72.5329006,-131.87916,907.804464,43796.533,-65123.4155
3145,69.9008637,93.5742712,73.9118221,4434.70933,71.3923439,-134.164284,907.801952,43796.4119,-65189.2298
3146,69.9205355,93.5723294,72.7219434,4363.3166,70.2430254,-136.466963,907.799441,43796.2907,-65221.416
3147,69.9398868,93.5703877,71.5229095,4291.37457,69.0848636,-138.787358,907.796929,43796.1696,-65220.4874
3148,69.9589152,93.5684459,70.314635,4218.8781,67.9177764,-141.125636,907.794418,43796.0484,-65186.9899
3149,69.9776181,93.5665042,69.0970339,4145.82203,66.7416804,-143.481964,907.791907,43795.9272,-65118.9736
3150,69.9959931,93.5645624,67.8817333,4072.904,65.5678065,-117.165081,907.789395,43795.8061,-52338.8375
3151,70.0141688,93.562617,67.8521825,4071.13095,65.539263,140.307294,907.786879,43795.6847,62558.6759
3152,70.0324788,93.5606679,68.6697258,4120.18355,66.3289382,206.155571,907.784358,43795.563,92283.5571
3153,70.0510188,93.5587184,69.5271037,4171.62622,67.1570902,203.785262,907.781836,43795.4414,92319.5038
3154,70.0697874,93.556769,70.3735667,4222.414,67.9746992,201.44513,907.779315,43795.3198,92329.3335
3155,70.0887816,93.5548196,71.2092464,4272.55478,68.7818926,199.134808,907.776794,43795.1981,92315.1689
3156,70.1079986,93.5528702,72.0342732,4322.05639,69.5787962,196.853938,907.774272,43795.0765,92286.6104
3157,70.1274355,93.5509208,72.8487761,4370.92657,70.3655347,194.602162,907.771751,43794.9548,92254.0004
3158,70.1470892,93.5489715,73.6369355,4418.21613,71.1268276,169.172602,907.76923,43794.8332,81442.8727
3159,70.1669241,93.5470235,74.1655481,4449.93289,71.637421,101.118042,907.76671,43794.7116,49383.7672
3160,70.186875,93.5450763,74.5438106,4472.62864,72.0027895,92.2949303,907.764192,43794.5901,45277.0605
3161,70.2069283,93.543129,74.9472573,4496.83544,72.3924836,109.31802,907.761673,43794.4686,53963.6019
3162,70.2271072,93.5411808,75.5039742,4530.23845,72.9302233,158.389917,907.759153,43794.3471,78293.5521
3163,70.2474433,93.5392326,76.0536235,4563.21741,73.4611364,118.27245,907.756634,43794.2255,59229.0085
3164,70.2679181,93.5372846,76.5843652,4595.06191,73.9737864,141.477552,907.754114,43794.1039,71143.3843
3165,70.2885507,93.5353358,77.2346755,4634.08053,74.6019292,172.289709,907.751593,43793.9823,86826.018
3166,70.3093527,93.5333876,77.7772125,4666.63275,75.1259724,105.16186,907.749074,43793.8608,53879.3892
3167,70.3302695,93.5314406,78.1166924,4687.00154,75.4538802,74.5530538,907.746555,43793.7393,38215.0528
3168,70.3512633,93.5294941,78.3630399,4701.7824,75.6918303,60.4537824,907.744038,43793.6178,30961.2644
3169,70.3723355,93.5275467,78.7642354,4725.85412,76.07935,134.411844,907.741519,43793.4963,69584.416
3170,70.39354,93.5255985,79.2915376,4757.49226,76.5886778,128.613706,907.738999,43793.3747,67079.7398
3171,70.414874,93.523651,79.7032619,4782.19571,76.9863673,86.2560207,907.73648,43793.2532,45224.9175
3172,70.4362942,93.5217046,79.9366177,4796.19706,77.2117685,46.5256256,907.733963,43793.1318,24236.1465
3173,70.457754,93.5197591,79.9989187,4799.93512,77.2719459,7.75544464,907.731446,43793.0104,4230.27927
3174,70.4792122,93.5178144,79.9358835,4796.15301,77.2110594,-6.84616774,907.728931,43792.889,-3740.09693
3175,70.5006185,93.5158706,79.5509705,4773.05823,76.8392671,-60.2134666,907.726417,43792.7677,-31303.5917
3176,70.5218691,93.5139278,78.8080745,4728.48447,76.1216947,-91.8281423,907.723904,43792.6465,-47637.3387
3177,70.5428998,93.5119853,77.9585422,4677.51253,75.3011209,-91.0205148,907.721392,43792.5253,-46703.3745
3178,70.5637163,93.5100424,77.2465175,4634.79105,74.6133675,-65.8364975,907.718879,43792.404,-33289.4862
3179,70.5843699,93.508099,76.7379619,4604.27771,74.1221474,-44.5488161,907.716365,43792.2828,-22272.7482
3180,70.6049052,93.5061552,76.3447657,4580.68594,73.7423542,-37.3118725,907.713851,43792.1615,-18572.5254
3181,70.6253475,93.5042111,76.0559849,4563.35909,73.4634173,-22.132416,907.711337,43792.0402,-11088.1806
3182,70.6457252,93.5022668,75.8481109,4550.88665,73.2626292,-17.0039124,907.708822,43791.9189,-8552.59788
3183,70.6660387,93.5003228,75.5371922,4532.23153,72.962309,-40.9838937,907.706308,43791.7976,-20176.9964
3184,70.6862046,93.4983805,74.6463166,4478.77899,72.1018012,-132.742875,907.703795,43791.6764,-65152.6593
3185,70.7060742,93.4964389,73.462082,4407.72492,70.9579344,-135.034631,907.701284,43791.5552,-65205.3274
3186,70.7256249,93.4944974,72.2687446,4336.12468,69.8052751,-137.344002,907.698773,43791.434,-65224.8815
3187,70.7448541,93.4925559,71.0662198,4263.97319,68.6437414,-139.671154,907.696262,43791.3129,-65211.7534
3188,70.7637649,93.490614,69.9800804,4198.80483,67.594626,-81.8549505,907.69375,43791.1917,-37619.8776
3189,70.7825104,93.488669,69.922259,4195.33554,67.5387756,89.9675484,907.691235,43791.0704,41362.6452
3190,70.801349,93.4867207,70.5878568,4235.27141,68.1816847,200.852703,907.688715,43790.9488,92327.3764
3191,70.8204004,93.4847715,71.4208055,4285.24833,68.9862401,198.549932,907.686193,43790.8272,92308.7968
3192,70.8396738,93.4828223,72.2431343,4334.58806,69.7805378,196.27652,907.683672,43790.7055,92279.9552
3193,70.8591348,93.4808749,72.6939838,4361.63903,70.2160188,35.1818733,907.681154,43790.584,16701.9524
3194,70.8786347,93.4789304,72.5935373,4355.61224,70.1189963,-28.0695842,907.678639,43790.4627,-13362.3061
3195,70.8980664,93.4769866,72.2277296,4333.66377,69.7656581,-45.9994696,907.676124,43790.3414,-21671.4193
3196,70.9174114,93.4750423,72.0368428,4322.21057,69.5812782,2.06976554,907.67361,43790.2201,1016.56027
3197,70.9367516,93.4730967,72.1762356,4330.57414,69.7159195,70.4451497,907.671093,43790.0987,33321.8649
3198,70.9561702,93.4711494,72.6236472,4357.41883,70.1480798,142.697834,907.668575,43789.9771,68050.5152
3199,70.9757363,93.4692013,73.2308056,4393.84834,70.7345417,152.539772,907.666055,43789.8556,73238.9549
3200,70.9954647,93.4672533,73.8142872,4428.85723,71.2981337,135.752138,907.663535,43789.734,65859.2578
3201,71.015342,93.4653055,74.3477851,4460.86711,71.813446,128.506155,907.661016,43789.6125,62850.915
3202,71.0353395,93.4633589,74.6523325,4479.13995,72.107612,41.6534642,907.658498,43789.491,20270.8804
3203,71.0553624,93.4614145,74.512827,4470.76962,71.972862,-38.465197,907.655983,43789.3697,-18693.0274
3204,71.0752874,93.4594713,73.9594485,4437.56691,71.4383468,-74.9816166,907.65347,43789.2484,-36385.4429
3205,71.0950341,93.4575286,73.2174537,4393.04722,70.7216449,-87.6935985,907.650957,43789.1272,-42227.0984
3206,71.114591,93.4555855,72.610972,4356.65832,70.1358367,-52.3780669,907.648444,43789.006,-24818.9501
3207,71.1340271,93.4536416,72.3201245,4339.20747,69.8549035,-14.04353,907.64593,43788.8847,-6781.26807
3208,71.1534097,93.4516973,72.158671,4329.52026,69.6989536,-14.7612395,907.643415,43788.7634,-7103.05917
3209,71.1727484,93.4497531,71.9937277,4319.62366,69.5396328,-15.018087,907.640901,43788.642,-7207.23863
3210,71.1920491,93.4478086,71.8940938,4313.64563,69.4433952,-1.75572737,907.638386,43788.5207,-860.954266
3211,71.2113389,93.4458637,71.9134421,4314.80652,69.4620839,25.5314056,907.63587,43788.3993,12069.4071
3212,71.2306566,93.4439178,72.1224832,4327.34899,69.6639993,80.6625612,907.633353,43788.2779,38211.6841
3213,71.2500654,93.4419705,72.6001719,4356.01031,70.1254048,147.13057,907.630835,43788.1564,70096.9616
3214,71.2696121,93.4400232,73.0623104,4383.73863,70.5717901,90.7871318,907.628316,43788.0349,43638.2593
3215,71.2892262,93.4380784,73.0198874,4381.19324,70.5308132,-40.1690129,907.625801,43787.9135,-19136.3209
3216,71.3087239,93.436136,72.1938967,4331.6338,69.7329786,-130.058455,907.623288,43787.7923,-61754.6981
3217,71.3279336,93.4341946,70.993326,4259.59956,68.5733324,-139.812219,907.620777,43787.6712,-65209.92
3218,71.3468193,93.4322532,69.7809656,4186.85793,67.4022985,-142.158405,907.618266,43787.5501,-65161.1949
3219,71.3653785,93.4303119,68.5592402,4113.55441,66.2222188,-144.522713,907.615755,43787.4289,-65078.5434
3220,71.3836147,93.4283701,67.4652456,4047.91473,65.1655159,-82.4916634,907.613244,43787.3077,-36537.475
3221,71.4016688,93.426426,67.2429739,4034.57843,64.9508209,28.3234103,907.610729,43787.1864,12534.7837
3222,71.4197572,93.4244791,67.6924646,4061.54788,65.3849895,172.718606,907.608211,43787.0649,76642.6156
3223,71.4380326,93.4225301,68.5465946,4112.79568,66.2100043,206.495979,907.60569,43786.9433,92276.8702
3224,71.4565398,93.4205811,69.4055395,4164.33237,67.0396698,204.121339,907.60317,43786.8217,92315.5359
3225,71.4752759,93.418632,70.2535505,4215.21303,67.8587741,201.776927,907.600649,43786.7001,92329.9246
3226,71.4942381,93.416683,71.0907595,4265.44557,68.6674447,199.462377,907.598128,43786.5785,92318.246
3227,71.5134148,93.4147345,71.8052166,4308.313,69.3575476,141.518872,907.595608,43786.4569,66742.563
3228,71.532766,93.4127863,72.4627091,4347.76254,69.9926277,173.37781,907.593088,43786.3353,82117.5795
3229,71.5523027,93.4108379,73.160497,4389.62982,70.6666297,165.790466,907.590568,43786.2137,79357.8831
3230,71.5720232,93.4088895,73.8355488,4430.13293,71.3186706,162.585501,907.588048,43786.0922,78566.7919
3231,71.5919233,93.4069412,74.5007263,4470.04358,71.9611738,161.247165,907.585528,43785.9706,78625.4502
3232,71.6119964,93.4049931,75.1099741,4506.59844,72.5496537,139.904485,907.583008,43785.849,69021.2461
3233,71.632228,93.4030451,75.7066083,4542.3965,73.1259501,151.255008,907.580489,43785.7275,75063.5369
3234,71.6526369,93.4010963,76.4437759,4586.62655,73.8379894,184.66342,907.577968,43785.6059,91866.6997
3235,71.6732493,93.3991474,77.2019164,4632.11499,74.5702868,182.567463,907.575447,43785.4843,91738.8918
3236,71.6940633,93.3971985,77.9341522,4676.04913,75.2775624,164.543519,907.572927,43785.3627,83802.3534
3237,71.7150542,93.3952505,78.5036762,4710.22057,75.8276726,122.257808,907.570407,43785.2411,63177.9166
3238,71.7361645,93.3933041,78.7967349,4727.80409,76.1107416,42.6108702,907.56789,43785.1196,21875.0159
3239,71.7573213,93.3913588,78.8958844,4733.75306,76.2065114,25.5083732,907.565373,43784.9983,13209.7137
3240,71.7784921,93.3894141,78.8929389,4733.57633,76.2036663,-1.82742987,907.562858,43784.8769,-995.79369
3241,71.7996537,93.3874696,78.8530384,4731.1823,76.1651259,4.24386337,907.560343,43784.7556,2296.65103
3242,71.8208079,93.3855251,78.8345375,4730.07225,76.1472557,7.42320022,907.557828,43784.6342,3983.30752
3243,71.8419535,93.3835807,78.7703635,4726.22181,76.0852693,-7.14248178,907.555313,43784.5129,-3831.85353
3244,71.8630717,93.3816365,78.6398498,4718.39099,75.9592044,-11.5158569,907.552799,43784.3916,-6099.28445
3245,71.8841573,93.3796922,78.5498547,4712.99128,75.872277,-0.653139574,907.550284,43784.2703,-355.098981
3246,71.9052218,93.377748,78.4547174,4707.28304,75.7803827,-9.30918392,907.547769,43784.149,-4944.46239
3247,71.9262534,93.3758039,78.3126748,4698.76049,75.6431821,-12.311528,907.545255,43784.0276,-6478.20092
3248,71.9472563,93.3738594,78.2744951,4696.4697,75.6063037,17.9190997,907.54274,43783.9063,9300.04292
3249,71.9682664,93.3719143,78.3479137,4700.87482,75.6772197,34.0402309,907.540224,43783.7849,17403.4751
3250,71.9893083,93.3699687,78.5201143,4711.20686,75.8435504,61.7675612,907.537707,43783.6635,31708.8052
3251,72.0104138,93.3680222,78.8261695,4729.57017,76.139173,94.7933365,907.53519,43783.5421,49200.7056
3252,72.0316213,93.3660749,79.2817251,4756.90351,76.5791998,130.125367,907.532671,43783.4206,67847.372
3253,72.0529533,93.3641279,79.6980642,4781.88385,76.9813468,86.9604314,907.530153,43783.2991,45596.91
3254,72.0743725,93.3621818,79.9335851,4796.01511,77.2088393,46.8584676,907.527636,43783.1776,24409.7109
3255,72.0958363,93.3602366,80.0456831,4802.74099,77.3171162,27.8393131,907.52512,43783.0563,14604.7576
3256,72.1173213,93.3582916,80.0991337,4805.94802,77.3687448,18.7846793,907.522604,43782.9349,9982.83577
3257,72.1388164,93.3563468,80.1246379,4807.47828,77.3933796,14.4661129,907.520089,43782.8135,7766.9367
3258,72.160321,93.3544019,80.1855231,4811.13139,77.4521894,32.3084984,907.517573,43782.6922,16930.7862
3259,72.1818503,93.3524566,80.3013667,4818.082,77.5640841,40.8280395,907.515057,43782.5708,21368.7754
3260,72.2034099,93.3505114,80.3947815,4823.68689,77.6543147,25.0420557,907.512541,43782.4494,13237.5172
3261,72.2249827,93.3485668,80.3905766,4823.4346,77.6502531,-1.63005735,907.510026,43782.3281,-909.881666
3262,72.2465692,93.346621,80.5936195,4835.61717,77.8463747,103.613107,907.50751,43782.2067,55004.358
3263,72.2682501,93.3446739,81.0258299,4861.5498,78.2638522,114.450806,907.504991,43782.0852,61071.4281
3264,72.2900474,93.3427268,81.4429075,4886.57445,78.6667126,99.9616712,907.502473,43781.9637,53618.2101
3265,72.3119408,93.3407805,81.7189669,4903.13801,78.9333617,53.7923013,907.499956,43781.8422,28680.4996
3266,72.3338867,93.3388351,81.8521393,4911.12836,79.0619946,31.6154038,907.497439,43781.7208,16932.5698
3267,72.3558581,93.3368902,81.9165226,4914.99135,79.1241832,20.9148579,907.494924,43781.5995,11354.8181
3268,72.3778417,93.3349454,81.9476781,4916.86069,79.1542767,15.7404799,907.492408,43781.4781,8639.74758
3269,72.3998266,93.333001,81.9126226,4914.75736,79.1204162,-4.24875678,907.489894,43781.3568,-2409.10312
3270,72.4217901,93.3310569,81.7961588,4907.76953,79.0079224,-10.0828433,907.487379,43781.2355,-5609.25664
3271,72.4436804,93.3291141,81.2667888,4876.00733,78.4965973,-84.5730371,907.484866,43781.1142,-45198.5792
3272,72.4653757,93.327172,80.4491784,4826.95071,77.7068573,-87.1235954,907.482354,43780.993,-46114.0392
3273,72.4868683,93.3252295,79.8113592,4788.68155,77.0907799,-51.5543159,907.479842,43780.8718,-26831.9019
3274,72.5082149,93.3232865,79.3079212,4758.47527,76.6045028,-51.46536,907.477329,43780.7506,-26615.5116
3275,72.5294141,93.3213439,78.6778003,4720.66802,75.9958612,-76.4530683,907.474816,43780.6294,-39490.927
3276,72.5504231,93.3194018,77.9127343,4674.76406,75.2568746,-85.6526508,907.472304,43780.5082,-43891.8323
3277,72.5712382,93.3174591,77.2945955,4637.67573,74.6598067,-51.3436763,907.469792,43780.387,-25879.6839
3278,72.5919169,93.315516,76.8635767,4611.8146,74.2434802,-39.5447483,907.467278,43780.2657,-19812.127
3279,72.6124901,93.3135727,76.4967644,4589.80586,73.8891716,-35.5712968,907.464765,43780.1445,-17744.7726
3280,72.6329684,93.3116293,76.1518672,4569.11203,73.5560312,-34.2894412,907.462251,43780.0232,-17038.0779
3281,72.6533552,93.3096859,75.8144237,4548.86542,73.2300903,-33.9281942,907.459738,43779.9019,-16787.2848
3282,72.673652,93.3077425,75.4795081,4528.77048,72.9065912,-33.8805038,907.457224,43779.7807,-16690.33
3283,72.6938526,93.3057993,75.0800823,4504.80494,72.5207809,-46.8676848,907.454711,43779.6594,-22937.1623
3284,72.7139418,93.3038561,74.6787662,4480.72597,72.1331448,-38.4159028,907.452197,43779.5381,-18709.5077
3285,72.7339241,93.3019129,74.2568467,4455.4108,71.7256075,-48.6939959,907.449684,43779.4169,-23579.6206
3286,72.7537593,93.2999707,73.5187959,4411.12776,71.0127151,-105.005471,907.447172,43779.2957,-50840.5793
3287,72.7733507,93.2980292,72.4906516,4349.4391,70.0196177,-124.806374,907.444661,43779.1746,-59536.6458
3288,72.792645,93.2960882,71.3134376,4278.80625,68.8825321,-139.192733,907.44215,43779.0534,-65217.0708
3289,72.8116169,93.2941472,70.1035473,4206.21284,67.7138841,-141.534138,907.43964,43778.9323,-65177.5362
3290,72.8302629,93.2922062,68.8843152,4133.05891,66.5362128,-143.893622,907.43713,43778.8112,-65103.7429
3291,72.8485806,93.2902652,67.6556539,4059.33924,65.3494337,-146.271353,907.434619,43778.6901,-65000.6505
3292,72.8665673,93.2883243,66.4174751,3985.0485,64.1534614,-148.667503,907.432109,43778.569,-64868.0419
3293,72.8842206,93.2863833,65.1696891,3910.18135,62.9482095,-151.082244,907.429598,43778.4479,-64702.0083
3294,72.9015377,93.2844423,63.9122056,3834.73233,61.7335905,-153.515753,907.427088,43778.3267,-64511.4367
3295,72.9185161,93.2825013,62.6448545,3758.69127,60.5094404,-156.013093,907.424577,43778.2056,-64310.8545
3296,72.9351531,93.2805603,61.3673804,3682.04283,59.2755124,-158.541474,907.422067,43778.0845,-64079.3572
3297,72.951446,93.2786193,60.0796811,3604.78086,58.0317077,-161.090093,907.419556,43777.9634,-63830.3397
3298,72.9673921,93.2766783,58.7816574,3526.89945,56.7779306,-163.659145,907.417046,43777.8423,-63549.8858
3299,72.9829884,93.2747372,57.4732095,3448.39257,55.5140845,-166.24883,907.414535,43777.7212,-63232.3088
3300,72.9982323,93.2727962,56.154236,3369.25416,54.2400717,-168.859347,907.412025,43777.6,-62905.2579
3301,73.0131208,93.2708552,54.8246343,3289.47806,52.9557929,-171.490899,907.409514,43777.4789,-62539.0538
3302,73.0276512,93.2689141,53.4843006,3209.05804,51.661148,-174.143692,907.407004,43777.3578,-62142.6379
3303,73.0418205,93.266973,52.1331299,3127.98779,50.3560355,-176.817934,907.404493,43777.2367,-61728.7464
3304,73.0556764,93.2650298,51.6160442,3096.96265,49.8565761,228.502377,907.401979,43777.1154,79860.4372
3305,73.0696695,93.2630813,52.6896871,3161.38123,50.893621,251.023419,907.399459,43776.9938,88934.7113
3306,73.0839494,93.2611329,53.7520005,3225.12003,51.9197227,248.019799,907.396939,43776.8722,89328.1181
3307,73.0985126,93.2591844,54.8006709,3288.04026,52.9326465,245.054753,907.394419,43776.7507,89699.7118
3308,73.1133552,93.2572359,55.8358627,3350.15176,53.932551,242.127818,907.391899,43776.6291,90035.1528
3309,73.1284739,93.2552875,56.8577381,3411.46429,54.9195931,239.238533,907.389379,43776.5075,90343.9902
3310,73.1438649,93.253339,57.866458,3471.98748,55.8939282,236.386444,907.386859,43776.3859,90622.3384
3311,73.1595249,93.2513905,58.8621816,3531.7309,56.8557099,233.571102,907.384338,43776.2643,90880.1337
3312,73.1754503,93.249442,59.8450663,3590.70398,57.8050904,230.792061,907.381818,43776.1427,91112.9425
3313,73.1916377,93.2474934,60.8152679,3648.91607,58.7422201,228.048881,907.379298,43776.0212,91311.0965
3314,73.2080838,93.2455449,61.7729406,3706.37644,59.6672481,225.341125,907.376778,43775.8996,91490.1267
3315,73.2247851,93.2435964,62.7182371,3763.09422,60.5803216,222.668362,907.374258,43775.778,91653.785
3316,73.2417384,93.2416479,63.6513082,3819.07849,61.4815865,220.030166,907.371737,43775.6564,91792.3649
3317,73.2589404,93.2396994,64.5724264,3874.34558,62.371306,217.482971,907.369217,43775.5348,91912.6101
3318,73.2763881,93.2377508,65.4818641,3928.91184,63.2497431,214.968738,907.366697,43775.4132,92033.9507
3319,73.2940782,93.2358023,66.379761,3982.78566,64.1170329,212.486411,907.364177,43775.2916,92137.5607
3320,73.3120076,93.2338538,67.2662556,4035.97534,64.973309,210.035606,907.361657,43775.1701,92209.8482
