3.541442363,-0.237615248
3.406903872,-0.226542624
3.493551507,-0.233649782
3.419596007,-0.227577307
3.469648953,-0.231679446
3.399766908,-0.225958179
3.467478754,-0.231499677
3.446965945,-0.229814813
3.475376453,-0.232148089
3.44031497,-0.22926849
3.46979347,-0.231687536
3.501365763,-0.234289028
3.495238799,-0.233782622
3.446634527,-0.229784099
3.449711423,-0.230035876
3.500830507,-0.234242565
3.421166416,-0.227697966
3.457379917,-0.230663622
3.438729052,-0.229133701
3.461291571,-0.230983902
3.455336107,-0.230494406
3.478414743,-0.232391223
3.445074001,-0.229651768
3.454008842,-0.230384174
3.483654487,-0.232821526
3.390090783,-0.225160099
3.481611084,-0.232652426
3.46229967,-0.231063446
3.462437728,-0.231074453
3.426786161,-0.228152
3.458754908,-0.230771332
3.465301175,-0.231308852
3.469887318,-0.231685636
3.469316094,-0.231638414
3.48980128,-0.233325065
3.504768218,-0.234560249
3.490113525,-0.233350412
3.483961713,-0.232843159
3.433137285,-0.228669538
3.434075721,-0.228746217
3.498415732,-0.234034854
3.475300631,-0.232129479
3.468885159,-0.231601655
3.424014643,-0.227923004
3.489101348,-0.233266188
3.48034842,-0.23254493
3.458905356,-0.230781554
3.463379506,-0.231149128
3.46919884,-0.231627554
3.483377198,-0.232794675
3.530256707,-0.31344072
3.456033534,-0.304844671
3.498929574,-0.309803636
3.486666704,-0.308386135
3.482653935,-0.307925124
3.479392667,-0.307551363
3.529099809,-0.313325171
3.517994825,-0.31203509
3.430834912,-0.301973253
3.466341616,-0.306058535
3.479281181,-0.307556102
3.472606803,-0.306788887
3.474793701,-0.307045284
3.50133922,-0.310122389
3.489291041,-0.308729887
3.510608143,-0.311207203
3.452543113,-0.304496763
3.505748641,-0.310651337
3.502186272,-0.310242252
3.554190497,-0.316310957
3.473298887,-0.306907126
3.49562028,-0.309494733
3.371974726,-0.295319176
3.410147555,-0.299669054
3.465901644,-0.30607313
3.477450893,-0.307411802
3.419219974,-0.300721313
3.535631462,-0.314182024
3.458320687,-0.305220787
3.467155919,-0.306245043
3.468597993,-0.306417266
3.406576474,-0.299304182
3.448860953,-0.304155307
3.474910708,-0.307164511
3.452964899,-0.304639956
3.47878457,-0.307625171
3.40742347,-0.299431737
3.477682977,-0.307511258
3.495040409,-0.309528135
3.516857485,-0.312070484
3.491599303,-0.309143611
3.4752162,-0.307254781
3.493345778,-0.309361151
3.483620141,-0.308242144
3.452943958,-0.304708552
3.450258842,-0.304407425
3.547878929,-0.31574808
3.461706398,-0.305742692
3.530934176,-0.313784288
3.525912474,-0.313207207
3.454509453,-0.304939218
3.455701527,-0.305085581
3.489401224,-0.308989384
3.522581516,-0.312856426
3.456653394,-0.305223524
3.475938521,-0.307459861
3.475038185,-0.307365851
3.437273825,-0.303023603
3.47172904,-0.307004118
3.460041879,-0.305665406
3.437412266,-0.303071191
3.443882958,-0.303826065
3.440865522,-0.30349032
3.434976657,-0.302825074
3.487878457,-0.308941613
3.499291527,-0.310278473
3.515680343,-0.312197944
3.514527098,-0.31207646
3.447514403,-0.304327918
3.500254216,-0.310442059
3.46455853,-0.306319807
3.522188786,-0.313024131
3.496366002,-0.310031878
3.458346805,-0.305644432
3.436015113,-0.303086939
3.442596016,-0.303858463
3.469004676,-0.306919917
3.530186472,-0.314048735
3.423076249,-0.301661259
3.409378497,-0.300107521
3.416499397,-0.30093896
